Making History The Calm & The Storm,79.00
Rooms The Unsolvable Puzzle,78.00
BlazBlue Continuum Shift Extend,77.93
Team Fortress 2,74.76
Garry's Mod,74.66
Dragon Age II,74.56
Elite Dangerous,74.42
Sword of the Stars II Enhanced Edition,74.18
Napoleon Total War,73.82
Rust,73.79
Total War ATTILA,73.74
Warhammer 40000 Dawn of War II  Retribution,72.23
METAL GEAR SOLID V THE PHANTOM PAIN,71.99
The Jackbox Party Pack,71.83
Farming Simulator 15,70.70
Star Trek Online,70.02
Drakensang,69.45
Rocksmith 2014,69.26
Delta Force Black Hawk Down - Team Sabre,69.00
Men of War Assault Squad 2,69.00
Mortal Kombat X,68.37
liteCam Game 100 FPS Game Capture,68.00
Europa Universalis III,67.69
APB Reloaded,66.94
Farming Simulator 2013,66.85
Kenshi,66.67
Kingdom Rush,65.30
Terraria,65.11
MLB 2K12,64.57
Fallout 4,64.45
Warframe,63.86
Uncharted Waters Online Gran Atlas,63.45
The Witcher 3 Wild Hunt,63.34
Men of War Assault Squad,62.98
Assassin's Creed Rogue,62.00
UFO Extraterrestrials Gold,62.00
King's Bounty Crossworlds,61.77
Hearts of Iron II Complete,60.87
Dragon Age Origins,60.86
BookWorm Adventures Volume 2,60.25
Battlefield Bad Company 2,60.17
Assassin's Creed IV Black Flag,59.82
Pro Evolution Soccer 2014,59.63
Train Simulator,59.51
Kerbal Space Program,59.27
F1 2012,59.24
Borderlands 2,58.73
Primal Carnage Extinction,58.44
The Incredible Adventures of Van Helsing Final Cut,58.00
Hearts of Iron III,57.29
Eschalon Book 1,57.00
NOBUNAGA'S AMBITION Sphere of Influence,55.77
RPG Maker MV,55.00
The Crew,55.00
Farming Simulator 2011,54.75
Pro Evolution Soccer 2016,54.67
Call of Duty Ghosts - Multiplayer,54.35
H1Z1,53.75
LEGO MARVEL Super Heroes,53.48
Path of Exile,53.33
Star Ruler 2,53.20
Rulers of Nations,53.00
Dark Messiah of Might & Magic Multi-Player,52.77
Ragnarok Online 2,52.67
Craft The World,52.61
Rocket League,52.53
RPG Maker 2003,52.40
Victor Vran,51.75
Star Ruler,51.73
Dragon Nest Europe,51.69
Fallout New Vegas,51.68
DARK SOULS II Scholar of the First Sin,51.25
The Sims(TM) 3,51.13
NBA 2K13,50.78
Call of Duty Advanced Warfare - Multiplayer,50.76
Transformice,50.48
PAYDAY 2,50.29
Runers,50.00
East India Company,50.00
Arma 2 Operation Arrowhead,49.89
MotoGP14,48.70
Medieval II Total War Kingdoms,48.49
Galactic Civilizations III,48.48
Borderlands 2 RU,48.06
Breezeblox,48.00
XCOM Enemy Unknown,47.80
Warlock 2 the Exiled,47.70
F1 2013,47.47
War Thunder,47.46
The Age of Decadence,47.00
Sid Meier's Civilization Beyond Earth,46.34
Dungeon Souls,46.20
Emergency 2012,46.00
Expeditions Conquistador,45.88
Zuma's Revenge,45.50
Rising Storm/Red Orchestra 2 Multiplayer,45.48
Assassin's Creed III,45.45
Supreme Commander 2,45.41
Mass Effect 2,44.50
Hotel Giant 2,44.00
Port Royale 2,43.95
Space Engineers,43.80
Wargame Red Dragon,43.60
Plants vs. Zombies Game of the Year,43.35
Dragon Age Origins - Ultimate Edition,43.26
Medieval II Total War,43.21
Neverwinter Nights 2 Platinum,43.20
Dark Souls Prepare to Die Edition,43.08
AdVenture Capitalist,43.03
Sunrider Academy,43.00
Cities XL 2012,42.91
Killing Floor,42.78
Left 4 Dead,42.45
Euro Truck Simulator 2,42.26
Wargame AirLand Battle,42.23
GameMaker Studio,42.06
Left 4 Dead 2,41.94
Gems of War,41.90
7 Days to Die,41.59
RIFT,41.51
Blood Bowl 2,41.28
Victoria II,41.08
The Dreamatorium of Dr. Magnus 2,41.00
On the Rain-Slick Precipice of Darkness Episode Two,40.75
X3 Albion Prelude,40.35
The Elder Scrolls Online Tamriel Unlimited,40.27
X Rebirth,40.00
Knights of Honor,39.80
Hero Academy,39.76
Grand Ages Medieval,39.60
Champions Online,39.35
Starbound,39.32
DRAGON BALL XENOVERSE,39.20
Robin Hood,39.00
Wings of Prey,38.92
Landmark,38.80
Rome Total War,38.65
Runestone Keeper,38.20
Assassin's Creed Revelations,38.17
Call of Duty World at War,37.99
Fallen Enchantress,37.83
Mass Effect,37.82
Borderlands The Pre-Sequel,37.53
Reign Of Kings,37.21
Pillars of Eternity,37.15
Might & Magic X - Legacy,37.07
Ironcast,37.00
Tom Clancy's Ghost Recon Phantoms - NA,36.92
Spiral Knights,36.89
Global Agenda,36.87
Puzzle Quest,36.86
Sakura Clicker,36.83
Dawn of Discovery - Venice,36.52
Ultra Street Fighter IV,36.51
From The Depths,36.50
Call of Duty Black Ops III,36.31
Vampire The Masquerade - Bloodlines,36.12
SpellForce 2 - Faith in Destiny,36.06
Nevermind,36.00
Tesla Effect,36.00
The Musketeers Victoria's Quest,36.00
Tropico 3 Absolute Power,35.91
Eador. Masters of the Broken World,35.87
Far Cry 4,35.76
Hurtworld,35.53
Divinity Original Sin,35.52
Counter-Strike Condition Zero,35.33
Age of Wonders III,35.04
EVE Online,34.89
Battle Islands,34.87
WAKFU,34.87
Rusty Hearts,34.68
Dungeon Defenders,34.38
R.U.S.E,34.31
Age of Empires II HD Edition,34.29
Mount & Blade With Fire and Sword,33.93
Endless Legend,33.90
Torchlight II,33.78
Fable III,33.56
Killing Floor 2,33.23
The LEGO Movie - Videogame,33.15
Arma Combat Operations,33.07
Cossacks Art of War,33.00
NBA 2K9,32.66
Majesty 2,32.62
The Repopulation,32.50
StarDrive 2,32.50
The Binding of Isaac,32.49
Borderlands,32.48
Terra Incognita ~ Chapter One The Descendant,32.20
Assassin's Creed Syndicate,32.13
Freedom Force vs. the 3rd Reich,32.00
You Must Build A Boat,32.00
MLB Front Office Manager,31.97
Earth Defense Force Insect Armageddon,31.97
LIGHTNING RETURNS FINAL FANTASY XIII,31.96
Dragon Nest,31.81
Age of Wonders 2,31.60
I Am Alive,31.36
Call of Duty Black Ops - Multiplayer OSX,31.35
Farming Giant,31.00
Darkest Hour A Hearts of Iron Game,30.90
Stronghold Crusader 2,30.83
Space Pirates and Zombies,30.81
MapleStory,30.66
Sins of a Solar Empire Rebellion,30.43
DC Universe Online,30.36
Banished,30.24
Epic Battle Fantasy 4,30.20
Freedom Fall,30.10
Dragon's Prophet (EU),29.97
TrackMania Valley,29.88
PlanetSide 2,29.71
Sid Meier's Civilization III Complete,29.67
LEGO The Hobbit,29.55
The Elder Scrolls IV Oblivion,29.48
Spore,29.42
Anno 2070,29.42
Endless Space,29.38
Desktop Dungeons,29.30
Day of Defeat Source,29.16
Infestation Survivor Stories,29.15
Call of Duty Modern Warfare 2,29.08
Marvel Heroes 2015,29.01
Magic The Gathering  Duels of the Planeswalkers 2012,28.99
WWE 2K15,28.92
Test Drive Unlimited 2,28.87
Warhammer 40000 Dawn of War II - Chaos Rising,28.72
Dungeons of Dredmor,28.45
Tales of Zestiria,28.44
Return to Castle Wolfenstein,28.41
Zombie Panic Source,28.38
Life is Feudal Your Own,28.35
X2 The Threat,28.17
Far Cry 3,28.04
Fortune Summoners Secret of the Elemental Stone,28.00
Environmental Station Alpha,28.00
Assassin's Creed II,27.90
Cities Skylines,27.84
Blackguards 2,27.83
ArcheAge,27.74
Dying Light,27.66
Magic 2014,27.65
Blood Bowl Legendary Edition,27.61
Pro Cycling Manager 2015,27.57
Warhammer 40000 Dawn of War  Dark Crusade,27.17
The Witcher Enhanced Edition,27.15
Saints Row 2,27.11
America's Army Proving Grounds,27.00
Hidden Object Bundle 4 in 1,27.00
Ancient Space,27.00
Naval War Arctic Circle,27.00
Spintires,26.97
Prison Architect,26.80
Icewind Dale Enhanced Edition,26.75
Sniper Elite,26.71
Fallen Earth,26.57
Broforce,26.48
Red Orchestra Ostfront 41-45,26.35
Medal of Honor Airborne,26.33
Unreal Tournament Game of the Year Edition,26.32
Kingdoms of Amalur Reckoning,26.26
Democracy 2,26.20
Warhammer 40000 Dawn of War II,26.09
Sacred 3,26.08
Fairy Fencer F,26.05
Crawl,26.00
Dungeons & Dragons Online,26.00
GamersGoMakers,26.00
Wolfenstein,26.00
Deus Ex Human Revolution,26.00
Call of Duty Modern Warfare 3,25.80
Natural Selection 2,25.76
Gnomoria,25.75
FINAL FANTASY VIII,25.75
Construction-Simulator 2015,25.70
Mountain,25.68
Renowned Explorers International Society,25.50
Wolfenstein The New Order German Edition,25.45
Jagged Alliance - Back in Action,25.44
Legends of Eisenwald,25.40
Tropico 4,25.39
Neverwinter,25.38
LEGO Batman 3 Beyond Gotham,25.28
Darkspore,25.17
FINAL FANTASY XI,25.15
Saints Row The Third,25.15
Mount & Blade,25.09
Call to Arms,25.07
Assassin's Creed Brotherhood,25.04
Memento Mori 2,25.00
Emergency 5 - Deluxe Edition,25.00
SimpleRockets,25.00
Mafia II,24.94
Magic 2015,24.88
Patrician IV Rise of a Dynasty,24.80
Shadowgate,24.80
Outcast 1.1,24.70
Franchise Hockey Manager 2014,24.67
Silent Hunter 5 Battle of the Atlantic,24.60
X3 Reunion,24.60
Eufloria,24.58
Primal Carnage,24.46
Battle of Empires  1914-1918,24.40
Dead State,24.10
Men of War,24.01
Secret Files Puritas Cordis,24.00
FINAL FANTASY VII,24.00
PROTOTYPE 2,23.98
Middle-earth Shadow of Mordor,23.96
TrackMania Stadium,23.83
Tom Clancy's Ghost Recon Phantoms - EU,23.61
Cities in Motion,23.60
Restaurant Empire II,23.60
LEGO Harry Potter Years 5-7,23.50
Basement,23.23
Eldevin,23.23
Agricultural Simulator 2013 Steam Edition,23.20
Evolve,23.13
Sleeping Dogs,23.13
Tom Clancy's Rainbow Six Siege,23.11
The Settlers 7 Paths to a Kingdom,23.10
Warrior Kings Battles,23.00
The Swindle,23.00
Wizardry 7 Crusaders of the Dark Savant,23.00
Global Agenda - Beta,23.00
Hegemony III Clash of the Ancients,23.00
Music Creator 6 Touch,23.00
Don't Starve,22.81
Darkest Hour Europe '44-'45,22.80
Wargame European Escalation,22.74
Sorcerer King,22.70
GRID,22.67
Batman Arkham City,22.60
Frontline Tactics,22.57
Majesty 2 Collection,22.52
Torchlight,22.52
Company of Heroes 2,22.47
Heroes of Hellas 3 Athens,22.45
The Secret World,22.42
Wasteland 2,22.36
Robocraft,22.35
Crysis 2,22.34
Awesomenauts,22.13
Crypt of the NecroDancer,22.09
Anno 2205,22.00
Qvadriga,22.00
Captain Forever Remix,22.00
Aion Collectors Edition,22.00
Comanche 4,22.00
Cloud Chamber,22.00
H1Z1 Test Server,21.91
Geometry Dash,21.90
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,21.90
The Political Machine,21.82
FINAL FANTASY XIII,21.63
RIDE Game,21.60
Resident Evil 6 / Biohazard 6,21.56
theHunter Primal,21.48
Batman Arkham Asylum,21.40
Sonic Generations,21.38
Magic The Gathering - Duels of the Planeswalkers,21.30
Might & Magic Clash of Heroes,21.26
Bloons TD5,21.20
Sword Coast Legends,21.20
STAR WARS Knights of the Old Republic II The Sith Lords,21.16
Darkest Dungeon,21.12
Sniper Elite 3,21.11
Puzzle Pirates,21.10
Rayman Legends,21.09
Infinifactory,21.05
Adventurer Manager,21.00
Sweet Lily Dreams,21.00
R.B.I. Baseball 15,21.00
3DMark Vantage,21.00
Broken Sword 4 - the Angel of Death,21.00
Triple Town,21.00
Tryst,21.00
IL-2 Sturmovik Cliffs of Dover,20.91
Max Payne 3,20.88
HuniePop,20.82
Grand Theft Auto IV,20.74
SimCity 4 Deluxe,20.68
The Lord of the Rings Online,20.58
Divinity II - The Dragon Knight Saga,20.55
Chivalry Medieval Warfare,20.54
Age of Conan Unchained - EU version,20.53
ShootMania Storm,20.50
Deponia The Complete Journey,20.40
Call of Duty 4 Modern Warfare,20.40
Mortal Kombat Komplete Edition,20.37
Valdis Story Abyssal City,20.29
TERA,20.24
Forsaken World,20.20
Assassins Creed Unity,20.18
Portal 2,20.13
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,20.11
The Curious Expedition,20.00
Gothic 3,19.94
Batman Arkham Origins,19.92
Stardust Vanguards,19.90
Saints Row IV,19.87
Blackguards,19.82
Squirreltopia,19.70
Risen 2 - Dark Waters,19.66
Fallout 3 - Game of the Year Edition,19.66
Trials Fusion,19.61
Dishonored,19.60
S.T.A.L.K.E.R. Call of Pripyat,19.50
Supreme Ruler 2020 Gold,19.50
Company of Heroes (New Steam Version),19.50
S.T.A.L.K.E.R. Clear Sky,19.47
Tropico 5,19.46
Microsoft Flight Simulator X Steam Edition,19.42
Train Fever,19.41
Galactic Civilizations I Ultimate Edition,19.37
The Elder Scrolls III Morrowind,19.27
Cricket Revolution,19.20
Super Panda Adventures,19.20
Mad Games Tycoon,19.20
Wolfenstein The New Order,19.20
Darksiders II,19.15
The Witcher 2 Assassins of Kings Enhanced Edition,19.14
Puzzler World 2,19.10
Tales of Maj'Eyal,19.07
Batman Arkham City GOTY,19.05
Trove,19.05
F1 2015,18.90
Rampage Knights,18.87
Tom Clancy's Ghost Recon Future Soldier,18.81
RollerCoaster Tycoon 3 Platinum!,18.80
Warlock - Master of the Arcane,18.76
Half-Life 2 Deathmatch,18.75
Sid Meier's Civilization IV,18.74
Bookworm Adventures Deluxe,18.73
NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,18.71
Lost Horizon,18.63
Railroad Tycoon 2 Platinum,18.62
Darkstone,18.60
Tom Clancy's Ghost Recon Advanced Warfighter,18.60
Just Cause 2,18.59
London 2012 The Official Video Game of the Olympic Games,18.55
Command and Conquer Red Alert 3,18.53
F1 2010,18.52
Warhammer End Times - Vermintide,18.49
RPG Maker VX Ace,18.49
Titan Quest Immortal Throne,18.48
Defense Grid The Awakening,18.43
FTL Faster Than Light,18.38
RAGE,18.30
StarMade,18.30
Stranded Deep,18.27
FarSky,18.25
Combat Arms,18.20
Empyrion - Galactic Survival,18.19
Fallout 3,18.15
Castlevania Lords of Shadow 2,18.06
StarDrive,18.00
Duck Game,17.91
Age of Wonders Shadow Magic,17.90
Dishonored (RU),17.84
Football Superstars,17.80
Echo of Soul,17.77
The Talos Principle,17.75
Watch_Dogs,17.72
Mini Metro,17.70
Jade Empire Special Edition,17.45
Prototype,17.41
BioShock Infinite,17.40
Hero Siege,17.37
Caribbean!,17.30
The Amazing Spider-Man 2,17.23
Omerta - City of Gangsters,17.22
Soul Gambler,17.17
Black Mesa,17.16
Age of Empires III Complete Collection,17.13
Call of Duty Black Ops,17.07
Fallen Enchantress Legendary Heroes,17.02
Petz Horsez 2,17.00
Spore Galactic Adventures,16.96
Mad Max,16.95
Grim Dawn,16.92
DOOM 3 BFG Edition,16.90
Tom Clancy's Splinter Cell Blacklist,16.88
The Lord of the Rings War in the North,16.86
Grand Theft Auto Episodes from Liberty City,16.84
Beasts of Prey,16.82
South Park The Stick of Truth,16.81
Mordheim City of the Damned,16.80
Evil Genius,16.79
Anno 1404 Venice,16.75
Age of Chivalry,16.72
Skyward Collapse,16.70
Company of Heroes Opposing Fronts,16.66
EVGA PrecisionX 16,16.61
The Masterplan,16.60
Windward,16.57
War of the Roses,16.56
GRID 2,16.56
Tree of Life,16.50
Super Monday Night Combat,16.46
Magic The Gathering - Duels of the Planeswalkers 2013,16.43
Cities XXL,16.43
Age of Wonders,16.40
Talisman Digital Edition,16.40
Disney Infinity 2.0,16.40
Tom Clancy's Splinter Cell Conviction,16.40
Supreme Commander,16.35
FINAL FANTASY III,16.35
Port Royale 3,16.31
Impire,16.30
Dead or Alive 5 Last Round,16.30
Antisquad,16.20
Overlord Raising Hell,16.20
Toy Soldiers,16.19
Majesty Gold Edition,16.10
Patrician IV Steam Special Edition,16.09
Ori and the Blind Forest,16.03
Football Tactics,16.00
Warhammer 40000 Space Marine,15.98
The Last Remnant,15.98
Pinball FX2,15.97
Time Clickers,15.96
Pirates of Black Cove,15.95
Trials Evolution Gold Edition,15.94
Sins of a Solar Empire Trinity,15.91
The Witcher Adventure Game,15.90
Party Hard,15.90
Spec Ops The Line,15.87
Insurgency,15.87
IL-2 Sturmovik Battle of Stalingrad,15.85
Audiosurf 2,15.76
F1 2011,15.74
Assetto Corsa,15.74
L.A. Noire,15.70
Planet Explorers,15.70
Block Story,15.70
Agarest Generations of War,15.69
LEGO Jurassic World,15.66
Guild Wars Game of the Year,15.65
Tomb Raider,15.61
Blacklight Retribution,15.57
The Walking Dead,15.46
Ship Simulator Extremes,15.43
Defiance,15.42
Wallace & Gromit Ep 2 The Last Resort,15.40
Guild of Dungeoneering,15.37
Battlestations Pacific,15.32
Wildlife Park 2,15.30
Just Cause 3,15.30
Bejeweled 3,15.26
Millie,15.20
Shadowrun Hong Kong,15.18
Game of Thrones - A Telltale Games Series,15.12
Batman Arkham Knight,15.10
Unturned,15.06
NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,15.05
The Banner Saga,14.99
Star Wars Knights of the Old Republic,14.97
Divinity II - Ego Draconis,14.95
Gravity Badgers,14.90
4 Elements,14.85
The Sims(TM) Medieval,14.85
X-COM Terror from the Deep,14.82
TerraTech,14.82
Hate Plus,14.80
Minimon,14.80
Pongo,14.80
RPG Maker XP,14.70
Xenonauts,14.62
Lords Of The Fallen,14.61
Sky Nations,14.60
Battle Academy,14.60
The Settlers 7 Paths to a Kingdom - Gold Edition,14.60
King's Bounty Armored Princess,14.57
The Movies,14.50
Dungeons 2,14.48
Town of Salem,14.42
The Impossible Game,14.40
Nostradamus The Last Prophecy,14.40
Deus Ex Human Revolution - Director's Cut,14.39
Day of Defeat,14.38
The Jackbox Party Pack 2,14.30
Joe Dever's Lone Wolf HD Remastered,14.30
Planets Under Attack,14.30
Broken Sword 5 - the Serpent's Curse,14.30
LEGO Batman 2,14.22
Anno 1404,14.22
GRAV,14.21
State of Decay,14.17
Magicite,14.16
Project CARS,14.13
Shift 2 Unleashed,14.12
DiRT 3,14.12
Overlord,14.11
Painkiller Gold Edition,14.10
Cricket Captain 2014,14.10
Shadowrun Dragonfall - Director's Cut,14.08
You Need A Budget 4 (YNAB),14.06
Tropico 3 - Steam Special Edition,14.02
Point Perfect,14.00
Two Worlds II,14.00
DarkStar One,13.97
Dead Island,13.91
S.T.A.L.K.E.R. Shadow of Chernobyl,13.91
Iesabel,13.90
Blood Bowl Dark Elves Edition,13.90
Undertale,13.89
Software Inc.,13.86
Higurashi When They Cry - Ch.1 Onikakushi,13.80
Legend of Dungeon Masters,13.80
Rogue Legacy,13.76
Besiege,13.75
Life Is Strange,13.69
Prince of Persia The Forgotten Sands,13.69
Battlefield 2,13.66
Source Filmmaker,13.66
Risen 3 - Titan Lords,13.62
Elsword,13.62
Skyscraper Simulator,13.60
Section 8,13.57
Don't Starve Together Beta,13.55
The Book of Unwritten Tales 2,13.50
The Book of Unwritten Tales The Critter Chronicles,13.50
Risen,13.47
Recettear An Item Shop's Tale,13.46
Gas Guzzlers Extreme,13.43
Sheltered,13.38
SpeedRunners,13.38
3DMark,13.38
This War of Mine,13.37
Sniper Ghost Warrior,13.35
Nancy Drew The White Wolf of Icicle Creek,13.30
Metro Last Light,13.28
If My Heart Had Wings,13.25
Homefront,13.24
The Forest,13.24
RollerCoaster Tycoon Deluxe,13.21
Survivalist,13.20
FATE,13.20
Fight The Dragon,13.18
Gang Beasts,13.17
The Legend of Heroes Trails in the Sky,13.14
Darksiders,13.13
Space Rangers HD A War Apart,13.12
Company of Heroes Tales of Valor,13.11
Grotesque Tactics Evil Heroes,13.10
Borderless Gaming,13.10
Demigod,13.09
Offworld Trading Company,13.08
Reassembly,13.07
Bulletstorm,13.03
Age of Mythology Extended Edition,13.01
The Escapists,13.00
Heroes of Might & Magic III - HD Edition,13.00
Sometimes Success Requires Sacrifice,12.95
March of the Eagles,12.92
GemCraft - Chasing Shadows,12.90
Dead Rising 2 Off the Record,12.90
HAWKEN,12.88
Sleeping Dogs Definitive Edition,12.78
Orcs Must Die! 2,12.78
Transformers Fall of Cybertron,12.74
GALAK-Z,12.70
Wallace & Gromit Ep 3 Muzzled!,12.70
Metal Planet,12.70
Rocksmith,12.69
Game of Thrones,12.68
Batman Arkham Asylum GOTY Edition,12.68
MEDIEVAL Total War - Gold Edition,12.63
Warface,12.62
Sherlock Holmes versus Jack the Ripper,12.60
Salt,12.60
Company of Heroes Europe at War,12.60
Gray Matter,12.60
Beyond Space,12.60
Hitman Absolution,12.59
Call of Duty Black Ops II,12.57
Firefall,12.55
Warhammer 40000 Dawn of War  Soulstorm,12.53
Sherlock Holmes Crimes and Punishments,12.50
Aliens vs. Predator,12.49
The Tiny Bang Story,12.47
Arx Fatalis,12.46
LEGO Batman The Videogame,12.43
Cosmonautica,12.43
Castle of Illusion,12.40
The Mighty Quest For Epic Loot,12.39
Command and Conquer 4 Tiberian Twilight,12.38
Shadow Harvest Phantom Ops,12.35
Half-Life 2 Update,12.31
Nancy Drew Shadow at the Water's Edge,12.30
Sid Meier's Starships,12.30
Why So Evil,12.30
Dead Rising 3,12.30
Bound By Flame,12.24
Serious Sam 3 BFE,12.20
Everyday Genius SquareLogic,12.20
Quantum of Solace,12.20
Call of Cthulhu Dark Corners of the Earth,12.20
FINAL FANTASY XIII-2,12.20
New Star Soccer 5,12.20
Game Dev Tycoon,12.20
Magic Duels,12.20
TOME Immortal Arena,12.12
AirMech,12.12
FlatOut Ultimate Carnage,12.12
Bloodline Champions,12.10
EverQuest II,12.10
Oniken,12.10
Call of Duty Black Ops II - Zombies,12.08
Rayman Origins,12.06
Galactic Civilizations II Ultimate Edition,12.01
Amazing Adventures Around the World,12.00
Space Colony,12.00
AKIBA'S TRIP Undead & Undressed,12.00
Half-Life 2,11.97
Planetary Annihilation,11.96
Dead Island Riptide,11.95
DmC Devil May Cry,11.93
King's Bounty The Legend,11.91
Shovel Knight,11.91
Maia,11.90
Alan Wake,11.88
Star Wars Empire at War Gold,11.80
Star Conflict,11.79
Project Zomboid,11.74
Legend of Grimrock,11.71
Squad,11.65
Star Wars Jedi Knight Jedi Academy,11.64
Cradle,11.63
Shadowrun Returns,11.61
Alien Isolation,11.58
Pandora First Contact,11.55
Tales from the Borderlands,11.55
Assassin's Creed,11.54
Keen Dreams,11.50
Dynasty Warriors 8 - Empires,11.50
Command and Conquer 3 Kane's Wrath,11.48
Enemy Front,11.42
Divinity II Developer's Cut,11.41
Panzer Tactics HD,11.40
Sherlock Holmes Nemesis,11.40
World of Mixed Martial Arts 3,11.40
Fallout Tactics,11.40
LISA,11.38
Lifeless Planet,11.34
Tabletop Simulator,11.33
Tap Heroes,11.30
PT Boats Knights of the Sea,11.30
Railroad Pioneer,11.30
The Campaign Series Fall Weiss,11.30
SpellForce Platinum Edition,11.30
The Walking Dead Season Two,11.27
King's Quest,11.23
Fortix 2,11.20
Franchise Hockey Manager 2,11.20
Cities XL Platinum,11.20
Spelunky,11.14
Blade Symphony,11.12
The Incredible Adventures of Van Helsing II,11.11
Absconding Zatwor,11.10
Overlord II,11.08
Homeworld Remastered Collection,11.05
Risk of Rain,11.05
Sid Meier's Civilization IV Warlords,11.03
Dungeon Defenders II,11.02
Pat & Mat,11.00
Sid Meier's Ace Patrol,11.00
Fable - The Lost Chapters,10.99
Rebel Galaxy,10.98
Counter-Strike Nexon Zombies,10.95
Castle Story,10.94
Need for Speed Hot Pursuit,10.94
Phantom Breaker Battle Grounds,10.93
Freight Tycoon Inc.,10.90
Secret Of Magia,10.90
Panzar,10.89
Cities XL 2011,10.87
Grand Ages Rome,10.87
Never Alone (Kisima Ingitchuna),10.82
SOMA,10.81
DeathSpank,10.80
Dex,10.80
The Lady,10.80
Grey Goo,10.80
Fallout 2,10.78
The Long Dark,10.78
Kings Bounty Legions,10.77
DiRT 2,10.76
On the Rain-Slick Precipice of Darkness Episode One,10.72
Lost Planet 3,10.70
Towns,10.70
Championship Manager 2010,10.70
The Incredible Adventures of Van Helsing,10.69
X-COM UFO Defense,10.67
Space Empires IV Deluxe,10.67
Magicka,10.64
Dungeon Defenders Eternity,10.63
America's Army 3,10.62
Nimble Writer,10.60
Agarest Zero,10.60
Call of Duty Black Ops - OSX,10.60
Castle In The Darkness,10.60
Realm of the Mad God,10.57
Escape Goat,10.57
TowerFall Ascension,10.56
DiRT Rally,10.54
Indigo Prophecy,10.50
TyranoBuilder Visual Novel Studio,10.50
